"","County","State","Lat","Long_","Confirmed","Deaths","Active","Combined_Key","State_popDensity"
"2225","Richland","Illinois",38.71240969,-88.08475366,3,0,3,"Richland, Illinois, US",228.0243
"2226","Richland","Louisiana",32.41391005,-91.76634876,86,1,85,"Richland, Louisiana, US",107.5175
"2227","Richland","Montana",47.78668011,-104.5610786,3,0,3,"Richland, Montana, US",7.4668
"2228","Richland","North Dakota",46.26440649,-96.94852979,7,0,7,"Richland, North Dakota, US",11.0393
"2229","Richland","Ohio",40.77180308,-82.5379961,92,2,90,"Richland, Ohio, US",287.5038
"2230","Richland","South Carolina",34.01791263,-80.90267209,1014,49,965,"Richland, South Carolina, US",173.3174
"2231","Richland","Wisconsin",43.3762778,-90.43012729,13,2,11,"Richland, Wisconsin, US",108.0497
"2232","Richmond","Georgia",33.35777107,-82.07026432,429,15,414,"Richmond, Georgia, US",186.6719
"2233","Richmond","North Carolina",35.00417719,-79.74491009,65,2,63,"Richmond, North Carolina, US",218.2702
"2234","Richmond","Virginia",37.937575,-76.72920628,143,1,142,"Richmond, Virginia, US",218.4403
"2235","Richmond City","Virginia",37.53255773,-77.47966921,438,16,422,"Richmond City, Virginia, US",218.4403
"2236","Riley","Kansas",39.28935726,-96.73420026,55,0,55,"Riley, Kansas, US",35.5968
"2237","Rio Arriba","New Mexico",36.51072137,-106.6931674,24,0,24,"Rio Arriba, New Mexico, US",17.285
"2238","Rio Blanco","Colorado",39.97913541,-108.2179009,1,0,1,"Rio Blanco, Colorado, US",56.4011
"2239","Rio Grande","Colorado",37.5836865,-106.3847838,7,0,7,"Rio Grande, Colorado, US",56.4011
"2240","Ripley","Indiana",39.10235626,-85.26212744,99,6,93,"Ripley, Indiana, US",188.281
"2241","Ripley","Missouri",36.65460667,-90.85990261,5,0,5,"Ripley, Missouri, US",89.7453
"2242","Ritchie","West Virginia",39.18094587,-81.06356878,1,0,1,"Ritchie, West Virginia, US",73.9691
"2243","Riverside","California",33.74314981,-115.9933578,4672,186,4486,"Riverside, California, US",256.3727
"2244","Roane","Tennessee",35.84923189,-84.52458689,7,0,7,"Roane, Tennessee, US",167.2748
"2245","Roane","West Virginia",38.71622686,-81.35243568,6,0,6,"Roane, West Virginia, US",73.9691
"2246","Roanoke","Virginia",37.26865804,-80.06396753,57,0,57,"Roanoke, Virginia, US",218.4403
"2247","Roanoke City","Virginia",37.27791025,-79.96189766,82,0,82,"Roanoke City, Virginia, US",218.4403
"2248","Roberts","South Dakota",45.62975048,-96.94672673,11,0,11,"Roberts, South Dakota, US",11.9116
"2249","Roberts","Texas",35.83809685,-100.813175,2,0,2,"Roberts, Texas, US",112.8204
"2250","Robertson","Tennessee",36.52454807,-86.87346725,186,0,186,"Robertson, Tennessee, US",167.2748
"2251","Robertson","Texas",31.02539637,-96.51272246,4,0,4,"Robertson, Texas, US",112.8204
"2252","Robeson","North Carolina",34.64244496,-79.1025053,323,3,320,"Robeson, North Carolina, US",218.2702
"2253","Rock","Minnesota",43.67482683,-96.25296832,18,0,18,"Rock, Minnesota, US",71.5922
"2254","Rock","Wisconsin",42.67151616,-89.071479,311,10,301,"Rock, Wisconsin, US",108.0497
"2255","Rock Island","Illinois",41.46613806,-90.57042164,465,14,451,"Rock Island, Illinois, US",228.0243
"2256","Rockbridge","Virginia",37.81204314,-79.44605905,8,0,8,"Rockbridge, Virginia, US",218.4403
"2257","Rockcastle","Kentucky",37.36642393,-84.31176452,13,0,13,"Rockcastle, Kentucky, US",113.9566
"2258","Rockdale","Georgia",33.65145002,-84.02202167,223,7,216,"Rockdale, Georgia, US",186.6719
"2259","Rockingham","New Hampshire",42.98499744,-71.12883377,903,16,887,"Rockingham, New Hampshire, US",153.1605
"2260","Rockingham","North Carolina",36.39593137,-79.77504841,34,2,32,"Rockingham, North Carolina, US",218.2702
"2261","Rockingham","Virginia",38.51006137,-78.87260325,282,1,281,"Rockingham, Virginia, US",218.4403
"2262","Rockland","New York",41.15027894,-74.02560498,12204,551,11653,"Rockland, New York, US",412.5211
"2263","Rockwall","Texas",32.89779518,-96.40771592,95,3,92,"Rockwall, Texas, US",112.8204
"2264","Rogers","Oklahoma",36.37004357,-95.60406759,68,4,64,"Rogers, Oklahoma, US",57.6547
"2265","Rolette","North Dakota",48.77245354,-99.84097493,1,0,1,"Rolette, North Dakota, US",11.0393
"2266","Rooks","Kansas",39.35022773,-99.32484567,6,0,6,"Rooks, Kansas, US",35.5968
"2267","Roosevelt","Montana",48.29607488,-105.0079268,7,0,7,"Roosevelt, Montana, US",7.4668
"2268","Roosevelt","New Mexico",34.02097406,-103.4799493,11,0,11,"Roosevelt, New Mexico, US",17.285
"2269","Roscommon","Michigan",44.33473082,-84.61067651,18,0,18,"Roscommon, Michigan, US",177.6655
"2270","Roseau","Minnesota",48.77501878,-95.81079919,1,0,1,"Roseau, Minnesota, US",71.5922
"2271","Ross","Ohio",39.33705391,-83.06000914,42,1,41,"Ross, Ohio, US",287.5038
"2272","Routt","Colorado",40.48596505,-106.9905548,58,6,52,"Routt, Colorado, US",56.4011
"2273","Rowan","Kentucky",38.19484205,-83.42088935,2,0,2,"Rowan, Kentucky, US",113.9566
"2274","Rowan","North Carolina",35.64003916,-80.52446628,439,25,414,"Rowan, North Carolina, US",218.2702
"2275","Runnels","Texas",31.8314342,-99.97616148,2,0,2,"Runnels, Texas, US",112.8204
"2276","Rush","Indiana",39.62002287,-85.4655599,37,2,35,"Rush, Indiana, US",188.281
"2277","Rusk","Texas",32.10773545,-94.76176432,39,1,38,"Rusk, Texas, US",112.8204
"2278","Rusk","Wisconsin",45.47498854,-91.1333012,4,0,4,"Rusk, Wisconsin, US",108.0497
"2279","Russell","Alabama",32.28725256,-85.18415324,66,0,66,"Russell, Alabama, US",96.9221
"2280","Russell","Kentucky",36.99308373,-85.06070117,17,4,13,"Russell, Kentucky, US",113.9566
"2281","Russell","Virginia",36.9302832,-82.10095486,5,0,5,"Russell, Virginia, US",218.4403
"2282","Rutherford","North Carolina",35.40114178,-81.92112099,147,6,141,"Rutherford, North Carolina, US",218.2702
"2283","Rutherford","Tennessee",35.84591405,-86.4107263,655,14,641,"Rutherford, Tennessee, US",167.2748
"2284","Rutland","Vermont",43.57723578,-73.03741676,49,1,48,"Rutland, Vermont, US",68.1416
"2285","Sabine","Louisiana",31.56388699,-93.55433981,17,1,16,"Sabine, Louisiana, US",107.5175
"2286","Sabine","Texas",31.34318809,-93.85440451,1,0,1,"Sabine, Texas, US",112.8204
"2287","Sac","Iowa",42.38624071,-95.10547892,2,0,2,"Sac, Iowa, US",56.9284
"2288","Sacramento","California",38.45106826,-121.3425374,1142,47,1095,"Sacramento, California, US",256.3727
"2289","Sagadahoc","Maine",43.95415864,-69.85074999,20,0,20,"Sagadahoc, Maine, US",43.6336
"2290","Saginaw","Michigan",43.33433923,-84.0513121,760,74,686,"Saginaw, Michigan, US",177.6655
"2291","Saguache","Colorado",38.08054629,-106.282466,3,0,3,"Saguache, Colorado, US",56.4011
"2292","Salem","New Jersey",39.58719656,-75.3469663,353,17,336,"Salem, New Jersey, US",1215.1991
"2293","Salem","Virginia",37.2836193,-80.06219455,31,0,31,"Salem, Virginia, US",218.4403
"2294","Saline","Arkansas",34.64916145,-92.67583224,67,1,66,"Saline, Arkansas, US",58.403
"2295","Saline","Illinois",37.75332999,-88.54119706,4,0,4,"Saline, Illinois, US",228.0243
"2296","Saline","Kansas",38.78369175,-97.65185177,21,2,19,"Saline, Kansas, US",35.5968
"2297","Saline","Missouri",39.13734288,-93.20259964,208,0,208,"Saline, Missouri, US",89.7453
"2298","Saline","Nebraska",40.52418865,-97.14085859,285,0,285,"Saline, Nebraska, US",25.4161
"2299","Salt Lake","Utah",40.66616532,-111.9216011,2912,37,2875,"Salt Lake, Utah, US",39.943
"2300","Saluda","South Carolina",34.00795823,-81.72713237,73,0,73,"Saluda, South Carolina, US",173.3174
"2301","Sampson","North Carolina",34.98820368,-78.36914061,108,1,107,"Sampson, North Carolina, US",218.2702
"2302","San Augustine","Texas",31.39457611,-94.17000399,21,1,20,"San Augustine, Texas, US",112.8204
"2303","San Benito","California",36.60308176,-121.069975,53,2,51,"San Benito, California, US",256.3727
"2304","San Bernardino","California",34.84060306,-116.1774685,2432,104,2328,"San Bernardino, California, US",256.3727
"2305","San Diego","California",33.03484597,-116.7365326,4319,158,4161,"San Diego, California, US",256.3727
"2306","San Francisco","California",37.75215114,-122.4385672,1754,31,1723,"San Francisco, California, US",256.3727
"2307","San Jacinto","Texas",30.57933681,-95.16260304,10,0,10,"San Jacinto, Texas, US",112.8204
"2308","San Joaquin","California",37.93433732,-121.2730061,579,27,552,"San Joaquin, California, US",256.3727
"2309","San Juan","Colorado",37.76248981,-107.6763289,1,0,1,"San Juan, Colorado, US",56.4011
"2310","San Juan","New Mexico",36.50838318,-108.320437,844,62,782,"San Juan, New Mexico, US",17.285
"2311","San Juan","Utah",37.62762978,-109.8033714,126,2,124,"San Juan, Utah, US",39.943
"2312","San Juan","Washington",48.60182783,-122.96745,14,0,14,"San Juan, Washington, US",117.3272
"2313","San Luis Obispo","California",35.38822029,-120.4039028,208,1,207,"San Luis Obispo, California, US",256.3727
"2314","San Mateo","California",37.4228808,-122.3275546,1341,56,1285,"San Mateo, California, US",256.3727
"2315","San Miguel","Colorado",38.00450883,-108.4020725,20,0,20,"San Miguel, Colorado, US",56.4011
"2316","San Miguel","New Mexico",35.48014807,-104.8163562,4,0,4,"San Miguel, New Mexico, US",17.285
"2317","San Patricio","Texas",28.00880118,-97.51763891,14,0,14,"San Patricio, Texas, US",112.8204
"2318","Sanborn","South Dakota",44.02351092,-98.0909816,3,0,3,"Sanborn, South Dakota, US",11.9116
"2319","Sandoval","New Mexico",35.68862401,-106.8687803,432,20,412,"Sandoval, New Mexico, US",17.285
"2320","Sandusky","Ohio",41.35624126,-83.137872,40,7,33,"Sandusky, Ohio, US",287.5038
"2321","Sangamon","Illinois",39.75836914,-89.65872023,231,14,217,"Sangamon, Illinois, US",228.0243
"2322","Sanilac","Michigan",43.42406072,-82.82055898,38,5,33,"Sanilac, Michigan, US",177.6655
"2323","Santa Barbara","California",34.65329488,-120.0188492,613,9,604,"Santa Barbara, California, US",256.3727
"2324","Santa Clara","California",37.23104908,-121.6970462,2268,126,2142,"Santa Clara, California, US",256.3727
"2325","Santa Cruz","Arizona",31.52508998,-110.8479088,37,0,37,"Santa Cruz, Arizona, US",64.955
"2326","Santa Cruz","California",37.05580291,-122.0066524,138,2,136,"Santa Cruz, California, US",256.3727
"2327","Santa Fe","New Mexico",35.50708973,-105.9774716,110,1,109,"Santa Fe, New Mexico, US",17.285
"2328","Santa Rosa","Florida",30.6934145,-87.02458128,158,8,150,"Santa Rosa, Florida, US",410.1256
"2329","Sarasota","Florida",27.18546175,-82.33174248,405,49,356,"Sarasota, Florida, US",410.1256
"2330","Saratoga","New York",43.10904162,-73.86653895,371,11,360,"Saratoga, New York, US",412.5211
"2331","Sargent","North Dakota",46.10830372,-97.63217159,2,0,2,"Sargent, North Dakota, US",11.0393
"2332","Sarpy","Nebraska",41.11314181,-96.11156432,180,0,180,"Sarpy, Nebraska, US",25.4161
"2333","Sauk","Wisconsin",43.42574087,-89.94966132,70,3,67,"Sauk, Wisconsin, US",108.0497
"2334","Saunders","Nebraska",41.2278103,-96.63773905,10,0,10,"Saunders, Nebraska, US",25.4161
"2335","Sawyer","Wisconsin",45.87931905,-91.14504927,4,0,4,"Sawyer, Wisconsin, US",108.0497
"2336","Schenectady","New York",42.81668777,-74.05278291,551,28,523,"Schenectady, New York, US",412.5211
"2337","Schley","Georgia",32.2654021,-84.31258912,15,1,14,"Schley, Georgia, US",186.6719
"2338","Schoharie","New York",42.58831742,-74.4433903,45,0,45,"Schoharie, New York, US",412.5211
"2339","Schoolcraft","Michigan",46.19235734,-86.19972234,3,0,3,"Schoolcraft, Michigan, US",177.6655
"2340","Schuyler","Illinois",40.1571798,-90.61114163,2,0,2,"Schuyler, Illinois, US",228.0243
"2341","Schuyler","New York",42.39184015,-76.8773299,7,0,7,"Schuyler, New York, US",412.5211
"2342","Schuylkill","Pennsylvania",40.70497338,-76.2150785,419,9,410,"Schuylkill, Pennsylvania, US",286.5449
"2343","Scioto","Ohio",38.80270163,-82.98907345,13,0,13,"Scioto, Ohio, US",287.5038
"2344","Scotland","Missouri",40.45214695,-92.14709064,4,0,4,"Scotland, Missouri, US",89.7453
"2345","Scotland","North Carolina",34.8386299,-79.4757978,32,0,32,"Scotland, North Carolina, US",218.2702
"2346","Scott","Arkansas",34.85588887,-94.0632176,1,0,1,"Scott, Arkansas, US",58.403
"2347","Scott","Indiana",38.68672078,-85.74627859,54,2,52,"Scott, Indiana, US",188.281
"2348","Scott","Iowa",41.63935978,-90.61959493,260,7,253,"Scott, Iowa, US",56.9284
"2349","Scott","Kansas",38.48222076,-100.9066539,2,0,2,"Scott, Kansas, US",35.5968
"2350","Scott","Kentucky",38.29622293,-84.5816631,24,0,24,"Scott, Kentucky, US",113.9566
"2351","Scott","Minnesota",44.6490231,-93.53340251,90,1,89,"Scott, Minnesota, US",71.5922
"2352","Scott","Mississippi",32.4067041,-89.53789439,410,3,407,"Scott, Mississippi, US",63.7056
"2353","Scott","Missouri",37.05588075,-89.56474493,76,2,74,"Scott, Missouri, US",89.7453
"2354","Scott","Tennessee",36.42325673,-84.50360494,11,0,11,"Scott, Tennessee, US",167.2748
"2355","Scott","Virginia",36.71466456,-82.60171704,7,1,6,"Scott, Virginia, US",218.4403
"2356","Scotts Bluff","Nebraska",41.85070896,-103.7080986,35,0,35,"Scotts Bluff, Nebraska, US",25.4161
"2357","Screven","Georgia",32.74976524,-81.60779441,16,1,15,"Screven, Georgia, US",186.6719
"2358","Scurry","Texas",32.74613808,-100.9162664,2,0,2,"Scurry, Texas, US",112.8204
"2359","Searcy","Arkansas",35.9109364,-92.69936482,6,0,6,"Searcy, Arkansas, US",58.403
"2360","Sebastian","Arkansas",35.19605503,-94.27162713,14,0,14,"Sebastian, Arkansas, US",58.403
"2361","Sedgwick","Kansas",37.6842718,-97.4608198,441,17,424,"Sedgwick, Kansas, US",35.5968
"2362","Seminole","Florida",28.7158582,-81.24060348,408,8,400,"Seminole, Florida, US",410.1256
"2363","Seminole","Georgia",30.93464824,-84.86823924,32,2,30,"Seminole, Georgia, US",186.6719
"2364","Seminole","Oklahoma",35.16478725,-96.61686741,19,2,17,"Seminole, Oklahoma, US",57.6547
"2365","Seneca","New York",42.78081007,-76.82497064,46,0,46,"Seneca, New York, US",412.5211
"2366","Seneca","Ohio",41.12351311,-83.12783209,14,1,13,"Seneca, Ohio, US",287.5038
"2367","Sequatchie","Tennessee",35.36979721,-85.41022136,7,0,7,"Sequatchie, Tennessee, US",167.2748
"2368","Sequoyah","Oklahoma",35.49447108,-94.75463785,13,3,10,"Sequoyah, Oklahoma, US",57.6547
"2369","Sevier","Arkansas",33.99780401,-94.2424869,14,1,13,"Sevier, Arkansas, US",58.403
"2370","Sevier","Tennessee",35.78077323,-83.52244332,60,2,58,"Sevier, Tennessee, US",167.2748
"2371","Seward","Kansas",37.19324632,-100.8507201,640,0,640,"Seward, Kansas, US",35.5968
"2372","Seward","Nebraska",40.87241834,-97.139673,13,1,12,"Seward, Nebraska, US",25.4161
"2373","Sharkey","Mississippi",32.88149103,-90.8159538,5,0,5,"Sharkey, Mississippi, US",63.7056
"2374","Sharp","Arkansas",36.16258158,-91.47819342,7,0,7,"Sharp, Arkansas, US",58.403
"2375","Shasta","California",40.76391419,-122.0396884,31,4,27,"Shasta, California, US",256.3727
"2376","Shawano","Wisconsin",44.78902246,-88.76443896,17,0,17,"Shawano, Wisconsin, US",108.0497
"2377","Shawnee","Kansas",39.04100763,-95.7557264,137,5,132,"Shawnee, Kansas, US",35.5968
"2378","Sheboygan","Wisconsin",43.72099677,-87.94579284,59,2,57,"Sheboygan, Wisconsin, US",108.0497
"2379","Shelby","Alabama",33.26879845,-86.66232561,339,16,323,"Shelby, Alabama, US",96.9221
"2380","Shelby","Illinois",39.39133527,-88.80611122,10,1,9,"Shelby, Illinois, US",228.0243
"2381","Shelby","Indiana",39.52305623,-85.7915857,241,14,227,"Shelby, Indiana, US",188.281
"2382","Shelby","Iowa",41.6850066,-95.31015553,13,0,13,"Shelby, Iowa, US",56.9284
"2383","Shelby","Kentucky",38.21476019,-85.194223,34,3,31,"Shelby, Kentucky, US",113.9566
"2384","Shelby","Missouri",39.79742518,-92.07634971,1,0,1,"Shelby, Missouri, US",89.7453
"2385","Shelby","Ohio",40.33163494,-84.20258189,30,1,29,"Shelby, Ohio, US",287.5038
"2386","Shelby","Tennessee",35.1864775,-89.89692423,3010,64,2946,"Shelby, Tennessee, US",167.2748
"2387","Shelby","Texas",31.79211404,-94.14550696,131,4,127,"Shelby, Texas, US",112.8204
"2388","Shenandoah","Virginia",38.85905135,-78.56813762,165,3,162,"Shenandoah, Virginia, US",218.4403
"2389","Sherburne","Minnesota",45.44447208,-93.77617511,80,1,79,"Sherburne, Minnesota, US",71.5922
"2390","Sheridan","Kansas",39.35018161,-100.4418259,2,0,2,"Sheridan, Kansas, US",35.5968
"2391","Sheridan","Wyoming",44.79048913,-106.8862389,16,0,16,"Sheridan, Wyoming, US",5.84
"2392","Sherman","Kansas",39.35147699,-101.7197624,5,0,5,"Sherman, Kansas, US",35.5968
"2393","Sherman","Nebraska",41.22045983,-98.97588642,2,0,2,"Sherman, Nebraska, US",25.4161
"2394","Sherman","Oregon",45.41501554,-120.6827834,1,0,1,"Sherman, Oregon, US",44.8086
"2395","Sherman","Texas",36.27751473,-101.8933156,18,0,18,"Sherman, Texas, US",112.8204
"2396","Shiawassee","Michigan",42.953928,-84.14585902,196,13,183,"Shiawassee, Michigan, US",177.6655
"2397","Sibley","Minnesota",44.5796592,-94.23164924,2,0,2,"Sibley, Minnesota, US",71.5922
"2398","Sierra","New Mexico",33.13028233,-107.1925893,1,0,1,"Sierra, New Mexico, US",17.285
"2399","Silver Bow","Montana",45.90018933,-112.6620092,11,0,11,"Silver Bow, Montana, US",7.4668
"2400","Simpson","Kentucky",36.74058474,-86.58047435,31,2,29,"Simpson, Kentucky, US",113.9566
"2401","Simpson","Mississippi",31.91282117,-89.91716179,55,0,55,"Simpson, Mississippi, US",63.7056
"2402","Sioux","Iowa",43.08221074,-96.1767568,25,0,25,"Sioux, Iowa, US",56.9284
"2403","Sioux","North Dakota",46.11323337,-101.0440149,1,0,1,"Sioux, North Dakota, US",11.0393
"2404","Siskiyou","California",41.59198861,-122.5407434,5,0,5,"Siskiyou, California, US",256.3727
"2405","Sitka","Alaska",57.24124555,-135.3206587,1,0,1,"Sitka, Alaska, US",1.2863
"2406","Skagit","Washington",48.48171488,-121.766131,379,13,366,"Skagit, Washington, US",117.3272
"2407","Skamania","Washington",46.02408726,-121.9164403,3,0,3,"Skamania, Washington, US",117.3272
"2408","Slope","North Dakota",46.44737738,-103.4601547,3,0,3,"Slope, North Dakota, US",11.0393
"2409","Smith","Kansas",39.78516566,-98.78566062,2,0,2,"Smith, Kansas, US",35.5968
"2410","Smith","Mississippi",32.01744532,-89.50644846,92,6,86,"Smith, Mississippi, US",63.7056
"2411","Smith","Tennessee",36.25359775,-85.95411046,23,1,22,"Smith, Tennessee, US",167.2748
"2412","Smith","Texas",32.37474036,-95.2717568,156,3,153,"Smith, Texas, US",112.8204
"2413","Smyth","Virginia",36.84455636,-81.53344948,13,0,13,"Smyth, Virginia, US",218.4403
"2414","Snohomish","Washington",48.04615983,-121.7170703,2584,112,2472,"Snohomish, Washington, US",117.3272
"2415","Snyder","Pennsylvania",40.77129231,-77.06840691,33,1,32,"Snyder, Pennsylvania, US",286.5449
"2416","Socorro","New Mexico",34.00715494,-106.9298354,48,2,46,"Socorro, New Mexico, US",17.285
"2417","Solano","California",38.26827353,-121.9357113,337,7,330,"Solano, California, US",256.3727
"2418","Somerset","Maine",45.51229767,-69.95995554,17,0,17,"Somerset, Maine, US",43.6336
"2419","Somerset","Maryland",38.1163542,-75.75118623,39,0,39,"Somerset, Maryland, US",626.6731
"2420","Somerset","New Jersey",40.56465737,-74.61683016,3860,315,3545,"Somerset, New Jersey, US",1215.1991
"2421","Somerset","Pennsylvania",39.97172723,-79.02699593,32,1,31,"Somerset, Pennsylvania, US",286.5449
"2422","Sonoma","California",38.52746429,-122.8862506,272,3,269,"Sonoma, California, US",256.3727
"2423","Southampton","Virginia",36.72231125,-77.10642712,128,1,127,"Southampton, Virginia, US",218.4403
"2424","Southeast Fairbanks","Alaska",63.87692095,-143.2127643,2,0,2,"Southeast Fairbanks, Alaska, US",1.2863
"2425","Southeast Utah","Utah",38.99617072,-110.7013958,12,0,12,"Southeast Utah, Utah, US",39.943
"2426","Southwest Utah","Utah",37.85447192,-111.4418764,128,3,125,"Southwest Utah, Utah, US",39.943
"2427","Spalding","Georgia",33.26310031,-84.28013991,223,11,212,"Spalding, Georgia, US",186.6719
"2428","Spartanburg","South Carolina",34.92960077,-81.99225984,318,12,306,"Spartanburg, South Carolina, US",173.3174
"2429","Spencer","Indiana",38.01519732,-87.0079644,6,1,5,"Spencer, Indiana, US",188.281
"2430","Spencer","Kentucky",38.03223971,-85.32749335,16,0,16,"Spencer, Kentucky, US",113.9566
"2431","Spink","South Dakota",44.93837606,-98.34626602,3,0,3,"Spink, South Dakota, US",11.9116
"2432","Spokane","Washington",47.62113146,-117.4046494,379,24,355,"Spokane, Washington, US",117.3272
"2433","Spotsylvania","Virginia",38.18574462,-77.655399,206,4,202,"Spotsylvania, Virginia, US",218.4403
"2434","St. Bernard","Louisiana",29.87761636,-89.51887093,505,20,485,"St. Bernard, Louisiana, US",107.5175
"2435","St. Charles","Louisiana",29.90709658,-90.35555967,590,43,547,"St. Charles, Louisiana, US",107.5175
"2436","St. Charles","Missouri",38.77875681,-90.66662425,631,43,588,"St. Charles, Missouri, US",89.7453
"2437","St. Clair","Alabama",33.71902176,-86.31029372,77,1,76,"St. Clair, Alabama, US",96.9221
"2438","St. Clair","Illinois",38.46996033,-89.93063427,601,42,559,"St. Clair, Illinois, US",228.0243
"2439","St. Clair","Michigan",42.92655373,-82.67937954,342,22,320,"St. Clair, Michigan, US",177.6655
"2440","St. Clair","Missouri",38.03699437,-93.77631447,2,0,2,"St. Clair, Missouri, US",89.7453
"2441","St. Croix","Wisconsin",45.03437474,-92.45000068,23,0,23,"St. Croix, Wisconsin, US",108.0497
"2442","St. Francis","Arkansas",35.02201976,-90.74828138,98,0,98,"St. Francis, Arkansas, US",58.403
"2443","St. Francois","Missouri",37.81214171,-90.47598685,29,1,28,"St. Francois, Missouri, US",89.7453
"2444","St. Helena","Louisiana",30.82210324,-90.71013176,32,1,31,"St. Helena, Louisiana, US",107.5175
"2445","St. James","Louisiana",30.02531716,-90.80212061,256,20,236,"St. James, Louisiana, US",107.5175
"2446","St. John the Baptist","Louisiana",30.12597499,-90.4753503,790,74,716,"St. John the Baptist, Louisiana, US",107.5175
"2447","St. Johns","Florida",29.90096506,-81.43589967,216,4,212,"St. Johns, Florida, US",410.1256
"2448","St. Joseph","Indiana",41.61756781,-86.29040834,714,24,690,"St. Joseph, Indiana, US",188.281
"2449","St. Joseph","Michigan",41.91441767,-85.52797979,44,1,43,"St. Joseph, Michigan, US",177.6655
"2450","St. Landry","Louisiana",30.59724262,-92.00135806,202,48,154,"St. Landry, Louisiana, US",107.5175
"2451","St. Lawrence","New York",44.4976179,-75.06550039,180,0,180,"St. Lawrence, New York, US",412.5211
"2452","St. Louis","Minnesota",47.6048407,-92.46879855,86,11,75,"St. Louis, Minnesota, US",71.5922
"2453","St. Louis","Missouri",38.6377004,-90.4458375,3648,204,3444,"St. Louis, Missouri, US",89.7453
"2454","St. Louis City","Missouri",38.63555736,-90.24349225,1384,82,1302,"St. Louis City, Missouri, US",89.7453
"2455","St. Lucie","Florida",27.37763908,-80.47106649,265,25,240,"St. Lucie, Florida, US",410.1256
"2456","St. Martin","Louisiana",30.13112107,-91.61403569,252,19,233,"St. Martin, Louisiana, US",107.5175
"2457","St. Mary","Louisiana",29.69262097,-91.44702164,215,24,191,"St. Mary, Louisiana, US",107.5175
"2458","St. Mary's","Maryland",38.30058422,-76.6062928,186,7,179,"St. Mary's, Maryland, US",626.6731
"2459","St. Tammany","Louisiana",30.40942847,-89.95642711,1406,120,1286,"St. Tammany, Louisiana, US",107.5175
"2460","Stafford","Kansas",38.03100851,-98.71762001,1,0,1,"Stafford, Kansas, US",35.5968
"2461","Stafford","Virginia",38.41758738,-77.45917053,308,2,306,"Stafford, Virginia, US",218.4403
"2462","Stanislaus","California",37.55862499,-120.9970722,461,17,444,"Stanislaus, California, US",256.3727
"2463","Stanley","South Dakota",44.41381872,-100.7349153,8,0,8,"Stanley, South Dakota, US",11.9116
"2464","Stanly","North Carolina",35.31647813,-80.25093221,30,4,26,"Stanly, North Carolina, US",218.2702
"2465","Stanton","Kansas",37.56304714,-101.7843534,7,0,7,"Stanton, Kansas, US",35.5968
"2466","Stanton","Nebraska",41.9169835,-97.19394708,8,0,8,"Stanton, Nebraska, US",25.4161
"2467","Stark","Illinois",41.09309773,-89.79745866,1,0,1,"Stark, Illinois, US",228.0243
"2468","Stark","North Dakota",46.80851182,-102.6576326,57,2,55,"Stark, North Dakota, US",11.0393
"2469","Stark","Ohio",40.81482476,-81.36437305,427,59,368,"Stark, Ohio, US",287.5038
"2470","Starke","Indiana",41.27890281,-86.64686895,17,2,15,"Starke, Indiana, US",188.281
"2471","Starr","Texas",26.56150059,-98.73892358,10,0,10,"Starr, Texas, US",112.8204
"2472","Staunton","Virginia",38.15965544,-79.05979937,13,0,13,"Staunton, Virginia, US",218.4403
"2473","Ste. Genevieve","Missouri",37.89090059,-90.1949941,9,1,8,"Ste. Genevieve, Missouri, US",89.7453
"2474","Stearns","Minnesota",45.55192576,-94.61078221,975,3,972,"Stearns, Minnesota, US",71.5922
"2475","Steele","Minnesota",44.02240351,-93.22627088,29,0,29,"Steele, Minnesota, US",71.5922
"2476","Stephens","Georgia",34.55151201,-83.29405315,91,1,90,"Stephens, Georgia, US",186.6719
"2477","Stephens","Oklahoma",34.48556989,-97.85141892,22,1,21,"Stephens, Oklahoma, US",57.6547
"2478","Stephens","Texas",32.73553157,-98.83631615,1,0,1,"Stephens, Texas, US",112.8204
"2479","Stephenson","Illinois",42.35129217,-89.662598,72,0,72,"Stephenson, Illinois, US",228.0243
"2480","Steuben","Indiana",41.64423868,-85.00101094,59,1,58,"Steuben, Indiana, US",188.281
"2481","Steuben","New York",42.2689144,-77.3829924,223,37,186,"Steuben, New York, US",412.5211
"2482","Stevens","Kansas",37.1923008,-101.3118967,14,0,14,"Stevens, Kansas, US",35.5968
"2483","Stevens","Washington",48.40035475,-117.8542701,9,1,8,"Stevens, Washington, US",117.3272
"2484","Stewart","Georgia",32.07996777,-84.83208037,26,0,26,"Stewart, Georgia, US",186.6719
"2485","Stewart","Tennessee",36.50235092,-87.83920548,7,0,7,"Stewart, Tennessee, US",167.2748
"2486","Stillwater","Montana",45.67071407,-109.3950061,1,0,1,"Stillwater, Montana, US",7.4668
"2487","Stoddard","Missouri",36.85571651,-89.9444155,24,0,24,"Stoddard, Missouri, US",89.7453
"2488","Stokes","North Carolina",36.4017975,-80.23893369,11,0,11,"Stokes, North Carolina, US",218.2702
"2489","Stone","Arkansas",35.86251946,-92.15684085,8,0,8,"Stone, Arkansas, US",58.403
"2490","Stone","Mississippi",30.79187949,-89.11547539,23,0,23,"Stone, Mississippi, US",63.7056
"2491","Stone","Missouri",36.75000327,-93.45256475,3,0,3,"Stone, Missouri, US",89.7453
"2492","Storey","Nevada",39.44875482,-119.5250207,0,0,0,"Storey, Nevada, US",28.5993
